Date,Revenue,COGS,gross_profit,is_loss_leader_day
2015-01-09,2144901.8,1679915.91,464985.8899999999,0
2015-01-10,1830727.22,1385986.39,444740.8300000001,0
2015-01-11,3254430.17,2604455.39,649974.7799999998,0
2015-01-12,2427966.79,1902989.93,524976.8600000001,0
2015-01-13,2138729.21,1742327.89,396401.32000000007,0
2015-01-14,2835456.9,2191456.13,644000.77,0
2015-01-15,2047933.05,1631831.77,416101.28,0
2015-01-16,2569213.44,2030636.7,538576.74,0
2015-01-17,2588700.22,2035239.72,553460.5000000002,0
2015-01-18,3021302.7,2433685.6,587617.1000000001,0
2015-01-19,2851705.68,2258471.9,593233.7800000003,0
2015-01-20,2455411.13,1957537.38,497873.75,0
2015-01-21,2603856.87,2019373.54,584483.3300000001,0
2015-01-22,2683523.21,2190572.01,492951.2000000002,0
2015-01-23,2703262.73,2149537.87,553724.8599999999,0
2015-01-24,4004609.82,3181968.24,822641.5799999996,0
2015-01-25,4665645.74,3747345.78,918299.9600000004,0
2015-01-26,4084367.08,3209020.3,875346.7800000003,0
2015-01-27,3116141.82,2455632.77,660509.0499999998,0
2015-01-28,4612174.41,3603868.33,1008306.0800000001,0
2015-01-29,5300109.93,4295752.25,1004357.6799999997,0
2015-01-30,4336302.07,3457573.62,878728.4500000002,0
2015-01-31,4195901.17,3269383.7,926517.4699999997,0
2015-02-01,4977201.37,4063980.38,913220.9900000002,0
2015-02-02,2901454.29,2325361.53,576092.7600000002,0
2015-02-03,1779457.49,1427675.21,351782.28,0
2015-02-04,2496729.14,2129083.48,367645.66000000015,0
2015-02-05,2500351.24,2064567.04,435784.2000000002,0
2015-02-06,3457294.9,2699578.13,757716.77,0
2015-02-07,3570886.94,2952636.69,618250.25,0
2015-02-08,4197082.23,3455113.24,741968.9900000002,0
2015-02-09,4490187.64,3675813.84,814373.7999999998,0
2015-02-10,2813867.9,2247526.75,566341.1499999999,0
2015-02-11,3311241.3,2623112.64,688128.6599999997,0
2015-02-12,3468141.29,2797170.91,670970.3799999999,0
2015-02-13,4164849.99,3458801.88,706048.1100000003,0
2015-02-14,4312422.12,3541992.72,770429.3999999999,0
2015-02-15,4757224.49,3925128.98,832095.5100000002,0
2015-02-16,4817928.66,3988291.36,829637.3000000003,0
2015-02-17,4293160.67,3537248.79,755911.8799999999,0
2015-02-18,3209407.04,2685036.44,524370.6000000001,0
2015-02-19,3793775.02,3109300.19,684474.8300000001,0
2015-02-20,4760336.65,3942085.3,818251.3500000006,0
2015-02-21,4368539.08,3544819.23,823719.8500000001,0
2015-02-22,5784606.22,4804964.15,979642.0699999994,0
2015-02-23,7360399.98,5966271.62,1394128.3600000003,0
2015-02-24,5473140.47,4450268.77,1022871.7000000002,0
2015-02-25,8502202.85,7083827.01,1418375.8399999999,0
2015-02-26,6528340.52,5386905.64,1141434.88,0
2015-02-27,4695415.58,3896449.69,798965.8900000001,0
2015-02-28,3896812.17,3287398.94,609413.23,0
2015-03-01,4612623.19,3760240.57,852382.6200000006,0
2015-03-02,1204115.66,996728.16,207387.49999999988,0
2015-03-03,2971078.12,2450231.82,520846.3000000003,0
2015-03-04,3275231.73,2540097.74,735133.9899999998,0
2015-03-05,3623778.02,2818823.69,804954.3300000001,0
2015-03-06,4126698.63,3333077.32,793621.31,0
2015-03-07,3652751.16,2946148.77,706602.3900000001,0
2015-03-08,3679065.16,2903799.07,775266.0900000003,0
2015-03-09,4520902.2,3610296.4,910605.8000000003,0
2015-03-10,5042080.93,3980962.03,1061118.9,0
2015-03-11,6098020.8,4928286.75,1169734.0499999998,0
2015-03-12,4869770.72,3760439.95,1109330.7699999996,0
2015-03-13,3474969.89,2712283.16,762686.73,0
2015-03-14,4711284.42,3671123.8,1040160.6200000001,0
2015-03-15,5040735.75,4008157.53,1032578.2200000002,0
2015-03-16,5602879.7,4422966.9,1179912.7999999998,0
2015-03-17,5692241.74,4623906.32,1068335.42,0
2015-03-18,6793794.72,5583548.33,1210246.3899999997,0
2015-03-19,6012381.06,5053767.27,958613.79,0
2015-03-20,4887915.96,4122124.89,765791.0699999998,0
2015-03-21,4566270.71,4002288.11,563982.6000000001,0
2015-03-22,5271032.0,4721422.49,549609.5099999998,0
2015-03-23,5172623.98,4663072.48,509551.5,0
2015-03-24,6187718.83,5662250.07,525468.7599999998,0
2015-03-25,6763449.95,6062883.43,700566.5200000005,0
2015-03-26,6983791.47,6190732.25,793059.2199999997,0
2015-03-27,5007891.27,4516109.24,491782.02999999933,0
2015-03-28,5941997.22,5296480.62,645516.5999999996,0
2015-03-29,6087900.7,5431213.47,656687.2300000004,0
2015-03-30,14251354.04,12890205.46,1361148.5799999982,0
2015-03-31,14813965.34,13306811.36,1507153.9800000004,0
2015-04-01,13697879.88,12323133.99,1374745.8900000006,0
2015-04-02,11638587.41,10494545.99,1144041.42,0
2015-04-03,10239965.04,9205352.56,1034612.4799999986,0
2015-04-04,4214414.51,3835706.41,378708.0999999996,0
2015-04-05,4549233.48,4060392.25,488841.23000000045,0
2015-04-06,5947351.85,5501604.96,445746.88999999966,0
2015-04-07,6969771.13,6115686.29,854084.8399999999,0
2015-04-08,6923568.08,6092200.11,831367.9699999997,0
2015-04-09,5334934.77,4630574.68,704360.0899999999,0
2015-04-10,5286341.9,4755107.84,531234.0600000005,0
2015-04-11,7223512.23,6692976.84,530535.3900000006,0
2015-04-12,6941143.47,6173613.48,767529.9899999993,0
2015-04-13,8008850.6,7198672.06,810178.54,0
2015-04-14,9764966.49,8525033.47,1239933.0199999996,0
2015-04-15,8464241.45,7283839.1,1180402.3499999996,0
2015-04-16,6025485.77,5033699.98,991785.7899999991,0
2015-04-17,6481493.13,5294636.04,1186857.0899999999,0
2015-04-18,7432727.07,5745887.3,1686839.7700000005,0
2015-04-19,6854069.17,5371424.19,1482644.9799999995,0
2015-04-20,8942873.22,6952833.82,1990039.4000000004,0
2015-04-21,11246554.8,8986101.87,2260452.9300000016,0
2015-04-22,9099886.14,7216624.95,1883261.1900000004,0
2015-04-23,7548994.85,5939101.06,1609893.79,0
2015-04-24,6578500.68,5143109.11,1435391.5699999994,0
2015-04-25,9981817.81,7741342.2,2240475.6100000003,0
2015-04-26,8486257.42,6790371.72,1695885.7000000002,0
2015-04-27,11233528.64,8990933.6,2242595.040000001,0
2015-04-28,14371525.01,11368208.46,3003316.549999999,0
2015-04-29,15294818.22,12456433.34,2838384.880000001,0
2015-04-30,14911130.64,11744026.43,3167104.210000001,0
2015-05-01,11462217.29,9026019.09,2436198.1999999993,0
2015-05-02,8951414.69,7003240.14,1948174.5499999998,0
2015-05-03,7902349.85,6325430.88,1576918.9699999997,0
2015-05-04,4063632.19,3220456.05,843176.1400000001,0
2015-05-05,4993358.48,3895803.59,1097554.8900000006,0
2015-05-06,5912157.02,4721080.32,1191076.6999999993,0
2015-05-07,6417545.13,5062352.65,1355192.4799999995,0
2015-05-08,4654167.53,3561342.38,1092825.1500000004,0
2015-05-09,4178643.57,3269969.19,908674.3799999999,0
2015-05-10,5135747.06,3949880.44,1185866.6199999996,0
2015-05-11,6740124.2,5364204.35,1375919.8500000006,0
2015-05-12,6877097.83,5464941.46,1412156.37,0
2015-05-13,8472230.27,6752088.25,1720142.0199999996,0
2015-05-14,8373161.73,6566657.69,1806504.04,0
2015-05-15,6454103.0,5103049.75,1351053.25,0
2015-05-16,6409003.84,5140481.43,1268522.4100000001,0
2015-05-17,6593507.34,5168476.45,1425030.8899999997,0
2015-05-18,7049312.68,5707463.8,1341848.88,0
2015-05-19,8167385.27,6584434.28,1582950.9899999993,0
2015-05-20,10886447.11,8610088.68,2276358.4299999997,0
2015-05-21,9585349.34,7629673.54,1955675.7999999998,0
2015-05-22,6849849.55,5526949.11,1322900.4399999995,0
2015-05-23,5769728.11,4699867.99,1069860.12,0
2015-05-24,7759286.87,6115304.75,1643982.12,0
2015-05-25,6648911.62,5479719.27,1169192.3500000006,0
2015-05-26,7250067.07,5753775.74,1496291.33,0
2015-05-27,11264269.11,8911794.91,2352474.1999999993,0
2015-05-28,10886440.76,8702126.28,2184314.4800000004,0
2015-05-29,7443400.33,6010039.49,1433360.8399999999,0
2015-05-30,14386454.27,11671007.33,2715446.9399999995,0
2015-05-31,12847323.1,10142347.13,2704975.969999999,0
2015-06-01,12707400.56,9938849.85,2768550.710000001,0
2015-06-02,10370270.22,8221123.6,2149146.620000001,0
2015-06-03,12915899.82,10182209.97,2733689.8499999996,0
2015-06-04,4389371.3,3612066.24,777305.0599999996,0
2015-06-05,4689415.18,3666593.72,1022821.4599999995,0
2015-06-06,4504545.31,3683127.75,821417.5599999996,0
2015-06-07,4737477.49,3636812.14,1100665.35,0
2015-06-08,5997977.12,4767036.54,1230940.58,0
2015-06-09,7149148.38,5741574.05,1407574.33,0
2015-06-10,7033422.25,5437275.2,1596147.0499999998,0
2015-06-11,5174085.58,4188520.67,985564.9100000001,0
2015-06-12,6351066.12,4900508.38,1450557.7400000002,0
2015-06-13,5087923.97,3913528.15,1174395.8199999998,0
2015-06-14,7257781.25,5645520.63,1612260.62,0
2015-06-15,7185781.7,5677039.63,1508742.0700000003,0
2015-06-16,7904688.49,6283325.81,1621362.6800000006,0
2015-06-17,8476249.0,6775868.17,1700380.83,0
2015-06-18,6561476.72,5174441.56,1387035.1600000001,0
2015-06-19,5300940.37,4147889.8,1153050.5700000003,0
2015-06-20,5709630.01,4391167.7,1318462.3099999996,0
2015-06-21,5755437.59,4546815.45,1208622.1399999997,0
2015-06-22,8091120.75,6486078.97,1605041.7800000003,0
2015-06-23,8014615.36,6549729.21,1464886.1500000004,0
2015-06-24,8106694.48,6848465.28,1258229.2000000002,0
2015-06-25,6395417.81,5471074.95,924342.8599999994,0
2015-06-26,5791488.27,5164656.66,626831.6099999994,0
2015-06-27,5907901.77,5761761.16,146140.6099999994,0
2015-06-28,7048110.81,6755443.51,292667.2999999998,0
2015-06-29,10266326.47,10003747.48,262578.9900000002,0
2015-06-30,10954727.42,10628217.87,326509.55000000075,0
2015-07-01,9503954.04,9190648.76,313305.27999999933,0
2015-07-02,8552727.69,8154787.16,397940.52999999933,0
2015-07-03,6047919.06,5867150.51,180768.5499999998,0
2015-07-04,1184319.43,1068025.58,116293.84999999986,0
2015-07-05,2966146.59,2810871.75,155274.83999999985,0
2015-07-06,2490899.57,2437063.72,53835.84999999963,0
2015-07-07,4185006.32,3947428.34,237577.97999999998,0
2015-07-08,4333446.86,4256271.94,77174.91999999993,0
2015-07-09,6011409.46,5756814.71,254594.75,0
2015-07-10,3936544.23,3750891.91,185652.31999999983,0
2015-07-11,3965266.87,3859812.43,105454.43999999994,0
2015-07-12,4444033.83,4308843.11,135190.71999999974,0
2015-07-13,4008119.02,3879117.89,129001.12999999989,0
2015-07-14,4541662.42,4427340.58,114321.83999999985,0
2015-07-15,6195528.74,5945270.24,250258.5,0
2015-07-16,5351713.45,5204783.4,146930.0499999998,0
2015-07-17,3953465.4,3879500.64,73964.75999999978,0
2015-07-18,4352743.94,4230281.82,122462.12000000011,0
2015-07-19,4734057.3,4244345.55,489711.75,0
2015-07-20,4593431.52,3967198.09,626233.4299999997,0
2015-07-21,6205610.6,5212906.4,992704.1999999993,0
2015-07-22,7003315.42,5699625.87,1303689.5499999998,0
2015-07-23,6241579.84,5041557.0,1200022.8399999999,0
2015-07-24,4815209.73,3864863.25,950346.4800000004,0
2015-07-25,4869837.46,3980424.09,889413.3700000001,0
2015-07-26,5323996.74,4436550.96,887445.7800000003,0
2015-07-27,5603376.79,4431670.86,1171705.9299999997,0
2015-07-28,6826651.55,5538901.92,1287749.63,0
2015-07-29,9470985.24,7602775.68,1868209.5600000005,0
2015-07-30,10296776.67,9762134.91,534641.7599999998,0
2015-07-31,8227312.7,8001039.19,226273.50999999978,0
2015-08-01,7969399.16,8307674.69,-338275.53000000026,1
2015-08-02,5808782.79,6999844.19,-1191061.4000000004,1
2015-08-03,4720575.96,6451104.36,-1730528.4000000004,1
2015-08-04,2658117.34,3894709.67,-1236592.33,1
2015-08-05,2978173.12,4001425.35,-1023252.23,1
2015-08-06,2558707.18,3656184.22,-1097477.04,1
2015-08-07,1981109.04,2648627.83,-667518.79,1
2015-08-08,1709563.14,2428463.02,-718899.8800000001,1
2015-08-09,2122689.02,2864218.57,-741529.5499999998,1
2015-08-10,2341717.61,3233525.06,-891807.4500000002,1
2015-08-11,2434219.28,3451194.49,-1016975.2100000004,1
2015-08-12,3555473.95,4878289.67,-1322815.7199999997,1
2015-08-13,2921138.79,3979730.24,-1058591.4500000002,1
2015-08-14,2842163.51,3979723.24,-1137559.7300000004,1
2015-08-15,2655077.08,3723026.61,-1067949.5299999998,1
2015-08-16,2851597.29,3843042.72,-991445.4300000002,1
2015-08-17,2804909.03,3580539.39,-775630.3600000003,1
2015-08-18,3797369.86,5081331.41,-1283961.5500000003,1
2015-08-19,3996506.07,5388360.8,-1391854.73,1
2015-08-20,3542649.14,4967122.51,-1424473.3699999996,1
2015-08-21,2826694.43,4029608.29,-1202913.8599999999,1
2015-08-22,2330134.4,3196044.6,-865910.2000000002,1
2015-08-23,2980880.01,4035327.45,-1054447.4400000004,1
2015-08-24,2905862.72,4140352.34,-1234489.6199999996,1
2015-08-25,3470416.25,4713031.14,-1242614.8899999997,1
2015-08-26,4027164.09,5549423.27,-1522259.1799999997,1
2015-08-27,3564052.29,4867784.09,-1303731.7999999998,1
2015-08-28,8506950.72,11044258.41,-2537307.6899999995,1
2015-08-29,7794439.44,10361751.16,-2567311.7199999997,1
2015-08-30,7344062.69,9260104.74,-1916042.0499999998,1
2015-08-31,7854391.23,10070785.58,-2216394.3499999996,1
2015-09-01,6760812.85,8154672.78,-1393859.9300000006,1
2015-09-02,2200298.26,2129220.78,71077.47999999998,0
2015-09-03,2827263.54,2604249.38,223014.16000000015,0
2015-09-04,3174821.93,2868467.84,306354.0900000003,0
2015-09-05,4060108.04,3677521.7,382586.33999999985,0
2015-09-06,5806076.99,5165364.57,640712.4199999999,0
2015-09-07,5427754.58,4736445.82,691308.7599999998,0
2015-09-08,4280040.71,3769505.38,510535.3300000001,0
2015-09-09,3647303.9,3266493.41,380810.48999999976,0
2015-09-10,3721441.58,3354394.08,367047.5,0
2015-09-11,5440903.55,4839456.19,601447.3599999994,0
2015-09-12,4950740.04,4404176.85,546563.1900000004,0
2015-09-13,6063850.75,5333297.85,730552.9000000004,0
2015-09-14,5951627.11,5241870.86,709756.25,0
2015-09-15,4289955.17,3759560.12,530395.0499999998,0
2015-09-16,4578098.38,4047593.29,530505.0899999999,0
2015-09-17,4322042.75,3890293.3,431749.4500000002,0
2015-09-18,4626830.39,4125549.97,501280.41999999946,0
2015-09-19,4866373.41,4338177.32,528196.0899999999,0
2015-09-20,5970375.19,5199616.34,770758.8500000006,0
2015-09-21,5429549.96,4922952.43,506597.53000000026,0
2015-09-22,3989413.65,3510644.34,478769.31000000006,0
2015-09-23,4492195.74,4136948.97,355246.77,0
2015-09-24,4990183.49,4532817.65,457365.83999999985,0
2015-09-25,5455949.84,4738294.51,717655.3300000001,0
2015-09-26,6622087.86,5772363.74,849724.1200000001,0
2015-09-27,9527329.68,8445286.43,1082043.25,0
2015-09-28,8161672.8,7449690.47,711982.3300000001,0
2015-09-29,7149980.42,6330231.0,819749.4199999999,0
2015-09-30,6245594.21,5509034.08,736560.1299999999,0
2015-10-01,5328206.77,4579676.64,748530.1299999999,0
2015-10-02,2171539.56,1796561.55,374978.01,0
2015-10-03,4071748.88,3247591.03,824157.8500000001,0
2015-10-04,3492367.73,2871726.8,620640.9300000002,0
2015-10-05,4507541.9,3678096.41,829445.4900000002,0
2015-10-06,4188998.54,3415837.46,773161.0800000001,0
2015-10-07,3426493.43,2803278.62,623214.81,0
2015-10-08,3233949.18,2641121.98,592827.2000000002,0
2015-10-09,3267999.74,2663149.73,604850.0100000002,0
2015-10-10,3378102.79,2705337.11,672765.6800000002,0
2015-10-11,3286486.34,2566855.85,719630.4899999998,0
2015-10-12,4956524.37,4081540.58,874983.79,0
2015-10-13,5498991.17,4432958.2,1066032.9699999997,0
2015-10-14,3411355.27,2666618.8,744736.4700000002,0
2015-10-15,3768908.71,2948986.13,819922.5800000001,0
2015-10-16,3821540.36,2987369.39,834170.9699999997,0
2015-10-17,3662021.88,2894880.7,767141.1799999997,0
2015-10-18,4235369.07,3332133.13,903235.9400000004,0
2015-10-19,6150586.07,4953145.42,1197440.6500000004,0
2015-10-20,5151254.9,4073078.24,1078176.6600000001,0
2015-10-21,3861128.76,3112793.66,748335.0999999996,0
2015-10-22,3503062.58,2822517.81,680544.77,0
2015-10-23,4220053.16,3535441.18,684611.98,0
2015-10-24,3836294.44,2963519.26,872775.1800000002,0
2015-10-25,4371735.18,3592252.8,779482.3799999999,0
2015-10-26,5670407.54,4548016.77,1122390.7700000005,0
2015-10-27,5227347.01,4220293.85,1007053.1600000001,0
2015-10-28,7029977.95,5631491.38,1398486.5700000003,0
2015-10-29,7420192.54,6015934.85,1404257.6900000004,0
2015-10-30,7246849.63,5898873.81,1347975.8200000003,0
2015-10-31,5833943.99,4766615.28,1067328.71,0
2015-11-01,5794071.48,4691433.96,1102637.5200000005,0
2015-11-02,2770297.66,2300656.83,469640.8300000001,0
2015-11-03,2095237.3,1642341.12,452896.17999999993,0
2015-11-04,2658412.16,2230527.42,427884.7400000002,0
2015-11-05,2550367.78,2095931.27,454436.5099999998,0
2015-11-06,3113759.4,2524846.93,588912.4699999997,0
2015-11-07,2523233.52,2111797.74,411435.7799999998,0
2015-11-08,4183206.42,3467217.26,715989.1600000001,0
2015-11-09,3409517.01,2730600.71,678916.2999999998,0
2015-11-10,3237404.66,2600539.96,636864.7000000002,0
2015-11-11,2928494.89,2445001.94,483492.9500000002,0
2015-11-12,3900732.76,3072175.13,828557.6299999999,0
2015-11-13,3144926.75,2547598.28,597328.4700000002,0
2015-11-14,4369752.69,3445998.98,923753.7100000004,0
2015-11-15,4297274.47,3488973.66,808300.8099999996,0
2015-11-16,4316238.63,3541079.15,775159.48,0
2015-11-17,3035948.85,2418023.08,617925.77,0
2015-11-18,3208924.12,2787131.03,421793.0900000003,0
2015-11-19,2934934.24,2722267.8,212666.4400000004,0
2015-11-20,3389498.76,3170548.9,218949.85999999987,0
2015-11-21,2291920.41,2320486.62,-28566.209999999963,1
2015-11-22,3070301.17,3152837.2,-82536.03000000026,1
2015-11-23,2329823.55,2370762.85,-40939.30000000028,1
2015-11-24,1994420.05,2017128.44,-22708.389999999898,1
2015-11-25,1994246.64,2069297.94,-75051.30000000005,1
2015-11-26,3361942.92,3392781.25,-30838.330000000075,1
2015-11-27,5242225.8,5137790.23,104435.56999999937,0
2015-11-28,5114979.4,5281806.7,-166827.2999999998,1
2015-11-29,5018236.03,4955536.7,62699.330000000075,0
2015-11-30,4031497.64,4065929.95,-34432.310000000056,1
2015-12-01,3221463.05,3262618.05,-41155.0,1
2015-12-02,953639.35,978207.15,-24567.800000000047,1
2015-12-03,1852279.15,1907081.99,-54802.840000000084,1
2015-12-04,2076429.7,2095572.96,-19143.26000000001,1
2015-12-05,2287846.3,2292826.58,-4980.280000000261,1
2015-12-06,2028034.94,2013778.51,14256.429999999935,0
2015-12-07,2286683.02,2364273.69,-77590.66999999993,1
2015-12-08,2785090.6,2715044.46,70046.14000000013,0
2015-12-09,1648123.41,1664248.89,-16125.479999999981,1
2015-12-10,2450848.03,2579079.6,-128231.5700000003,1
2015-12-11,2027594.98,1955884.16,71710.82000000007,0
2015-12-12,2888573.7,2824587.14,63986.560000000056,0
2015-12-13,3442735.4,3382073.59,60661.810000000056,0
2015-12-14,3272227.86,3176504.37,95723.48999999976,0
2015-12-15,3089177.63,3106617.67,-17440.040000000037,1
2015-12-16,2310884.14,2367574.49,-56690.35000000009,1
2015-12-17,2671287.02,2646046.82,25240.200000000186,0
2015-12-18,2923802.97,2954646.8,-30843.82999999961,1
2015-12-19,2965218.72,3081409.43,-116190.70999999996,1
2015-12-20,3613917.61,3711607.1,-97689.49000000022,1
2015-12-21,5050481.76,5131271.18,-80789.41999999993,1
2015-12-22,3719442.83,3727031.54,-7588.709999999963,1
2015-12-23,3656481.63,3646146.76,10334.870000000112,0
2015-12-24,2398336.72,2262884.17,135452.55000000028,0
2015-12-25,3229207.58,3048061.85,181145.72999999998,0
2015-12-26,3645783.09,3633106.61,12676.479999999981,0
2015-12-27,5096354.17,5095420.51,933.660000000149,0
2015-12-28,8179976.67,8163764.62,16212.049999999814,0
2015-12-29,7760149.23,7689336.24,70812.99000000022,0
2015-12-30,5941753.52,5888436.34,53317.1799999997,0
2015-12-31,6375571.66,6217888.06,157683.60000000056,0
2016-01-01,5846204.33,5354701.23,491503.0999999996,0
2016-01-02,2558616.91,2072521.54,486095.3700000001,0
2016-01-03,2744446.82,2169775.39,574671.4299999997,0
2016-01-04,2387838.0,1861702.6,526135.3999999999,0
2016-01-05,1557710.07,1249444.02,308266.05000000005,0
2016-01-06,2337143.16,1917221.35,419921.81000000006,0
2016-01-07,2503287.51,2024858.69,478428.81999999983,0
2016-01-08,2738103.45,2202044.96,536058.4900000002,0
2016-01-09,3026961.32,2446095.09,580866.23,0
2016-01-10,4122392.05,3201417.67,920974.3799999999,0
2016-01-11,3434076.67,2780091.13,653985.54,0
2016-01-12,2627637.47,2110300.27,517337.2000000002,0
2016-01-13,2268324.18,1914275.35,354048.8300000001,0
2016-01-14,3247398.41,2705497.94,541900.4700000002,0
2016-01-15,3532606.36,3003599.85,529006.5099999998,0
2016-01-16,3856871.3,3138016.53,718854.77,0
2016-01-17,4229318.34,3477169.21,752149.1299999999,0
2016-01-18,4105149.52,3409714.29,695435.23,0
2016-01-19,2818234.03,2313238.83,504995.1999999997,0
2016-01-20,2842888.66,2294689.37,548199.29,0
2016-01-21,3981191.66,3293021.93,688169.73,0
2016-01-22,3322730.4,2667153.86,655576.54,0
2016-01-23,3998813.29,3324513.23,674300.06,0
2016-01-24,4734624.57,3904936.72,829687.8500000001,0
2016-01-25,5007306.32,4047871.63,959434.6900000004,0
2016-01-26,3544741.3,2876880.62,667860.6799999997,0
2016-01-27,4728554.45,3994526.08,734028.3700000001,0
2016-01-28,6717660.92,5529962.06,1187698.8600000003,0
2016-01-29,5013253.01,4078543.96,934709.0499999998,0
2016-01-30,6920879.78,5546795.93,1374083.8500000006,0
2016-01-31,6449751.32,5251383.47,1198367.8500000006,0
2016-02-01,5200767.32,4131331.82,1069435.5000000005,0
2016-02-02,2966994.87,2413250.92,553743.9500000002,0
2016-02-03,2273911.2,1841992.31,431918.89000000013,0
2016-02-04,2819439.59,2305544.16,513895.4299999997,0
2016-02-05,3680939.41,2987435.62,693503.79,0
2016-02-06,4735761.79,3973322.09,762439.7000000002,0
2016-02-07,4032333.88,3144310.26,888023.6200000001,0
2016-02-08,3848593.44,3120549.68,728043.7599999998,0
2016-02-09,3979641.11,3286349.1,693292.0099999998,0
2016-02-10,3448601.24,2764263.83,684337.4100000001,0
2016-02-11,3717348.88,3000678.76,716670.1200000001,0
2016-02-12,4035900.93,3269439.67,766461.2600000002,0
2016-02-13,4701818.64,3727060.93,974757.7099999995,0
2016-02-14,4925684.12,4030980.54,894703.5800000001,0
2016-02-15,4588032.77,3702428.02,885604.7499999995,0
2016-02-16,3941056.12,3209642.29,731413.8300000001,0
2016-02-17,2962078.99,2374063.71,588015.2800000003,0
2016-02-18,4009498.5,3301336.9,708161.6000000001,0
2016-02-19,4571419.08,3665043.13,906375.9500000002,0
2016-02-20,5176883.79,4193086.14,983797.6499999999,0
2016-02-21,4758472.96,3843027.26,915445.7000000002,0
2016-02-22,4721935.01,3825599.58,896335.4299999997,0
2016-02-23,4550216.22,3722357.32,827858.8999999999,0
2016-02-24,5790273.07,4665515.38,1124757.6900000004,0
2016-02-25,7677182.49,6237906.21,1439276.2800000003,0
2016-02-26,7096236.89,5762106.77,1334130.12,0
2016-02-27,6837275.28,5301081.64,1536193.6400000006,0
2016-02-28,5117740.12,4142676.19,975063.9300000002,0
2016-02-29,3529083.59,2843903.05,685180.54,0
2016-03-01,709982.79,623398.17,86584.62,0
2016-03-02,1479744.0,1243049.71,236694.29000000004,0
2016-03-03,2251060.05,1853979.92,397080.1299999999,0
2016-03-04,2778579.79,2305820.78,472759.01000000024,0
2016-03-05,3472294.22,2819038.04,653256.1800000002,0
2016-03-06,3501407.51,2754054.05,747353.46,0
2016-03-07,4275566.76,3544887.63,730679.1299999999,0
2016-03-08,4693887.34,3819333.06,874554.2799999998,0
2016-03-09,5050829.68,4101613.27,949216.4099999997,0
2016-03-10,7374516.48,5983967.59,1390548.8900000006,0
2016-03-11,6281759.31,5065973.55,1215785.7599999998,0
2016-03-12,4673863.75,3853834.05,820029.7000000002,0
2016-03-13,4655322.31,3707033.48,948288.8299999996,0
2016-03-14,5214530.57,4150309.08,1064221.4900000002,0
2016-03-15,5319085.92,4384259.36,934826.5599999996,0
2016-03-16,6412758.35,5219744.05,1193014.2999999998,0
2016-03-17,8569336.81,6809198.69,1760138.12,0
2016-03-18,6917674.02,5792586.92,1125087.0999999996,0
2016-03-19,5852909.53,4990341.15,862568.3799999999,0
2016-03-20,4759469.17,3951071.76,808397.4100000001,0
2016-03-21,5534732.74,4759221.87,775510.8700000001,0
2016-03-22,5449314.63,4970365.56,478949.0700000003,0
2016-03-23,6046593.49,5532819.27,513774.22000000067,0
2016-03-24,7933448.72,7157854.93,775593.79,0
2016-03-25,7008643.3,6273523.88,735119.4199999999,0
2016-03-26,5197781.65,4790136.82,407644.8300000001,0
2016-03-27,6141114.6,5639995.87,501118.7299999995,0
2016-03-28,5291170.65,4853169.6,438001.05000000075,0
2016-03-29,7521778.94,6878616.36,643162.5800000001,0
2016-03-30,14545392.64,13412468.3,1132924.3399999999,0
2016-03-31,14231299.73,12932629.87,1298669.8600000013,0
2016-04-01,12298083.49,11254792.81,1043290.6799999997,0
2016-04-02,13123488.4,12292938.79,830549.6100000013,0
2016-04-03,10576481.39,9627706.26,948775.1300000008,0
2016-04-04,4230255.21,3886345.44,343909.77,0
2016-04-05,4598444.87,4315060.71,283384.16000000015,0
2016-04-06,5873076.02,5465466.98,407609.0399999991,0
2016-04-07,5504606.21,5121344.12,383262.08999999985,0
2016-04-08,4323869.8,3902265.35,421604.4499999997,0
2016-04-09,4537873.44,4208365.26,329508.18000000063,0
2016-04-10,4898415.28,4517178.31,381236.97000000067,0
2016-04-11,6193751.24,5553289.41,640461.8300000001,0
2016-04-12,5962850.28,5477134.6,485715.68000000063,0
2016-04-13,8636899.06,7772805.93,864093.1300000008,0
2016-04-14,7184576.35,6220003.38,964572.9699999997,0
2016-04-15,5910167.4,5244820.29,665347.1100000003,0
2016-04-16,7075518.69,5997253.75,1078264.9400000004,0
2016-04-17,9065525.85,7747445.67,1318080.1799999997,0
2016-04-18,7930420.94,6496267.7,1434153.2400000002,0
2016-04-19,9299472.01,7665794.67,1633677.3399999999,0
2016-04-20,11470503.55,9220652.39,2249851.16,0
2016-04-21,9681621.65,7780628.47,1900993.1800000006,0
2016-04-22,6442191.99,5276646.93,1165545.0600000005,0
2016-04-23,8225755.2,6488166.41,1737588.79,0
2016-04-24,8005992.5,6468446.01,1537546.4900000002,0
2016-04-25,11068078.01,8923524.58,2144553.4299999997,0
2016-04-26,11387120.36,9133066.32,2254054.039999999,0
2016-04-27,16379722.53,13128158.81,3251563.719999999,0
2016-04-28,17388183.19,13978683.94,3409499.250000002,0
2016-04-29,16966030.5,13610990.42,3355040.08,0
2016-04-30,12874790.56,10476104.29,2398686.2700000014,0
2016-05-01,11553720.73,9387796.08,2165924.6500000004,0
2016-05-02,8891959.72,7094979.67,1796980.0500000007,0
2016-05-03,6609488.85,5263847.33,1345641.5199999996,0
2016-05-04,6041365.35,4874007.55,1167357.7999999998,0
